px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.5521	-4.02269	-2.79811	-2.26235	0.269243	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.408019
10.6556	-3.899	-2.82819	-2.2504	0.263649	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0647752
10.7557	-3.76678	-2.85652	-2.23186	0.268451	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.022943
10.796	-3.62932	-2.64205	-2.14439	0.397829	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	4.24414
10.8718	-3.49132	-2.67383	-2.11445	0.406755	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.076172
10.9828	-3.38588	-2.82013	-2.15774	0.288351	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.967
11.0634	-3.22856	-2.91441	-2.12686	0.307	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.37238
11.1021	-3.0766	-2.77042	-2.04526	0.424959	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.37861
11.1687	-2.91395	-2.83031	-2.01023	0.438064	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.190931
11.2196	-2.76197	-2.81903	-1.96599	0.472487	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.34792
11.2757	-2.59479	-2.87465	-1.93057	0.483021	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.145718
11.2087	-2.40122	-2.68428	-1.72156	0.823479	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	25.1115
11.2153	-2.258	-2.66678	-1.6709	0.828725	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.168503
11.3089	-2.21422	-2.33326	-1.79196	0.510416	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	22.9442
11.3432	-2.03881	-2.47115	-1.75828	0.514898	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.478627
11.3503	-1.89379	-2.48259	-1.70378	0.561798	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.623958
11.3635	-1.72574	-2.569	-1.66599	0.568619	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.263003
11.3045	-1.56944	-2.62876	-1.53267	0.757725	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	8.40125
11.2928	-1.40894	-2.70778	-1.48923	0.763031	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.236428
11.2451	-1.23991	-2.81893	-1.39839	0.85269	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	1.82892
11.2035	-1.11592	-2.74151	-1.34373	0.862052	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.273178
11.0818	-0.92142	-3.15055	-1.18444	1.07634	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	12.6787
11.0093	-0.760091	-3.19811	-1.12658	1.07903	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.204316
10.968	-0.640031	-2.91617	-1.11113	0.990367	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	2.91326
10.8884	-0.518338	-2.86746	-1.04841	1.00106	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.114623
10.7893	-0.376324	-2.99032	-0.974902	1.03869	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.73386
10.6869	-0.280734	-2.90451	-0.900308	1.06131	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.368169
10.5147	-0.124144	-3.41592	-0.787608	1.17192	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	7.76844
10.3727	-0.0511609	-3.30121	-0.694784	1.20898	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.735879
10.2926	0.0193391	-2.85147	-0.653629	1.15362	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	4.36171
10.1643	0.0552367	-2.74941	-0.559488	1.19373	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.737664
10.0163	0.128001	-2.85784	-0.482259	1.21281	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.58072
9.87309	0.142866	-2.78131	-0.381328	1.25657	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.785378
9.72033	0.184864	-2.82037	-0.301681	1.27073	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.332417
9.56771	0.165921	-2.7602	-0.188448	1.32512	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.09915
9.41111	0.182966	-2.78686	-0.109266	1.33278	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.175376
9.25649	0.181719	-2.78318	-0.0257325	1.34525	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.0586978
9.10601	0.180559	-2.75145	0.0484928	1.34521	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0526565
8.95476	0.195985	-2.75938	0.099627	1.3168	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.266995
8.86009	0.165972	-2.30597	0.18913	1.3417	8.90199	0.247143	8.85	0.25	-1.81847	0	4.08988
8.74207	0.175411	-2.29047	0.23046	1.30295	8.76016	0.263752	8.75	0.25	-1.81846	0	0.513749
8.53066	0.17371	-3.0233	0.246122	1.22404	8.46355	0.258809	8.55	0.25	-3.6326	0	11.386
8.3696	0.165753	-3.0094	0.280424	1.18411	8.35367	0.252596	8.35	0.25	-3.6326	0	0.494463
8.21595	0.128459	-2.92825	0.337865	1.17652	8.05161	0.241868	8.2	0.25	-2.72841	0	0.701753
8.06651	0.126803	-2.88657	0.354421	1.11899	8.05411	0.247878	8.05	0.25	-2.72842	0	0.963193
7.919	0.0860244	-2.84329	0.401629	1.10267	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.532242
7.7734	0.0599468	-2.81351	0.428964	1.0629	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.507709
7.62706	0.0116952	-2.90981	0.462844	1.02897	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.797415
7.48273	-0.0290316	-2.87759	0.490732	0.99494	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.40276
7.31163	-0.0680408	-3.1561	0.487104	0.91581	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	3.1847
7.17575	-0.0905971	-3.08333	0.491232	0.866083	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.926719
7.08655	-0.162499	-2.66606	0.566695	0.920838	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.57715
6.96544	-0.214442	-2.62338	0.594883	0.89393	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.292327
6.86096	-0.29209	-2.51504	0.649432	0.906499	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.344397
6.7561	-0.368289	-2.49454	0.692528	0.898319	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.0375877
6.66852	-0.459613	-2.40974	0.754485	0.919662	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.298188
6.56966	-0.557497	-2.42645	0.806369	0.921349	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0361653
6.53266	-0.69283	-2.14425	0.942899	1.06197	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.63806
6.45942	-0.835449	-2.25119	1.02811	1.09364	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.713614
6.40899	-0.972276	-2.30294	1.11848	1.14419	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.84361
6.35334	-1.13059	-2.44697	1.2016	1.17328	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1.07877
6.30819	-1.25649	-2.49067	1.25518	1.15866	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.461113
6.26817	-1.39123	-2.53924	1.31656	1.16173	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.10363
6.26774	-1.58132	-2.70485	1.45983	1.30486	6.24787	-1.61119	6.25	-1.6	0	-2.99288	3.98793
6.25219	-1.72707	-2.74093	1.52474	1.30334	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0595665
6.28301	-1.93378	-2.98307	1.66117	1.41544	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	3.07957
6.31342	-2.08297	-2.94071	1.74494	1.42392	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.125484
6.32925	-2.17748	-2.57009	1.7862	1.34684	6.53066	-2.26346	6.35	-2.2	0	-2.72782	3.73538
6.36393	-2.32034	-2.58697	1.85935	1.34466	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0217622
6.38096	-2.43422	-2.37068	1.90523	1.29239	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.91151
6.40475	-2.60479	-2.4897	1.94706	1.25166	6.34287	-2.73391	6.35	-2.75	0	-3.63689	1.25598
6.4609	-2.77265	-2.68476	2.00904	1.24793	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.990384
6.50395	-2.94842	-2.77699	2.04469	1.20423	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	1.06234
6.55647	-3.08526	-2.67478	2.08997	1.17044	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.80111
6.60765	-3.24925	-2.7414	2.11971	1.12638	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.853551
6.6712	-3.37694	-2.6069	2.16379	1.09637	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.01319
6.72536	-3.53704	-2.6694	2.18281	1.04486	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.04253
6.79364	-3.67015	-2.62711	2.21801	1.01476	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.718213
6.84634	-3.83756	-2.69146	2.21989	0.948525	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.59684
6.90551	-3.95696	-2.52849	2.24532	0.911214	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.41153
6.95582	-4.1215	-2.58775	2.23728	0.840495	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	1.72657
7.06663	-4.28138	-2.92653	2.27241	0.833163	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.62783
7.13652	-4.45114	-2.96748	2.26646	0.77061	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.23482
7.20657	-4.57196	-2.76252	2.28359	0.735653	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.51592
7.25851	-4.74272	-2.79953	2.25963	0.658532	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	1.80651
7.31536	-4.84464	-2.55906	2.27036	0.626206	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	1.7489
7.36099	-4.97831	-2.57506	2.25658	0.572795	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	1.01363
7.46839	-5.12193	-3.0369	2.28126	0.577474	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.85593
7.53274	-5.27406	-3.05532	2.26535	0.523874	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.941749
7.57877	-5.36734	-2.51169	2.26648	0.479647	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	6.92186
7.63701	-5.50563	-2.52768	2.25402	0.433331	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.658649
7.72944	-5.63613	-2.78826	2.2704	0.429334	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.00307
7.80806	-5.78117	-2.80836	2.26383	0.393357	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.371282
7.85838	-5.87037	-2.32552	2.26406	0.359804	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	5.07941
7.91679	-5.99439	-2.3386	2.25324	0.32383	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.38217
8.02112	-6.12915	-2.70589	2.26895	0.326172	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.88587
8.09481	-6.27817	-2.73429	2.25098	0.283935	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.538162
8.20642	-6.41903	-2.94608	2.26546	0.285697	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0.979347
8.28889	-6.57597	-2.97226	2.2477	0.246169	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.428377
8.34127	-6.67062	-2.47662	2.23977	0.21232	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	5.15953
8.39489	-6.80289	-2.48239	2.21691	0.172091	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.478242
8.46859	-6.91863	-2.52328	2.21748	0.162627	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.476349
8.5162	-7.07145	-2.54981	2.17875	0.107343	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.821915
8.62142	-7.21817	-2.89389	2.19006	0.120298	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.45392
8.69024	-7.38538	-2.92988	2.15992	0.0774415	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.537546
8.74151	-7.49646	-2.51955	2.1408	0.039935	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.19399
8.8016	-7.62455	-2.52519	2.12725	0.021729	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.0930886
8.8999	-7.77305	-2.89484	2.13757	0.0400078	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.06564
8.97379	-7.92138	-2.90911	2.12468	0.022479	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0816937
9.0552	-8.05869	-2.97364	2.12322	0.0204637	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.379964
9.10819	-8.20737	-2.98942	2.09657	-0.0118016	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.273499
9.13766	-8.30953	-2.44024	2.06531	-0.0627412	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	7.08324
9.18344	-8.43894	-2.44571	2.04477	-0.0824856	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.126552
9.25504	-8.57453	-2.61135	2.0443	-0.0738838	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.586655
9.29709	-8.72376	-2.63152	2.01428	-0.103851	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.240608
9.36086	-8.86377	-2.70807	2.00826	-0.102059	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.154007
9.39863	-9.01812	-2.72579	1.97651	-0.132199	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.248333
9.46226	-9.15942	-2.88801	1.97619	-0.11945	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.631404
9.49244	-9.31967	-2.92181	1.9397	-0.154905	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.339339
9.54304	-9.46662	-2.88838	1.92656	-0.161522	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0559233
9.58164	-9.62833	-2.90476	1.90139	-0.180442	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.0911534
9.62979	-9.77003	-2.96042	1.89454	-0.175523	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.117064
9.65895	-9.92324	-2.97793	1.86888	-0.195153	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.105386
9.68315	-10.0463	-2.80245	1.84554	-0.218282	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.907245
9.72957	-10.1705	-2.78602	1.84535	-0.205731	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0464026
9.74557	-10.2876	-2.46212	1.81336	-0.24301	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.71352
9.77065	-10.428	-2.47822	1.79257	-0.251724	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0333126
9.81984	-10.5926	-2.74169	1.79412	-0.224479	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.73562
9.85001	-10.7431	-2.74893	1.77933	-0.227368	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00677118
9.8628	-10.8637	-2.59032	1.75309	-0.252391	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.707116
9.87186	-11.0086	-2.62327	1.7253	-0.270197	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.13315
9.88961	-11.1404	-2.68103	1.71396	-0.263991	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.437247
9.88288	-11.2994	-2.73156	1.67472	-0.294431	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.321953
9.89957	-11.4461	-2.83337	1.66639	-0.280983	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.376068
9.88656	-11.6084	-2.87705	1.62786	-0.309503	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.252972
9.83282	-11.7047	-2.26732	1.53661	-0.435551	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	11.3718
9.80271	-11.842	-2.29834	1.49162	-0.459557	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.201215
9.78743	-11.9707	-2.2761	1.46027	-0.469289	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.25483
9.73172	-12.1194	-2.34125	1.3991	-0.509346	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.548275
9.70397	-12.2507	-2.37623	1.37015	-0.508068	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.131932
9.63285	-12.4103	-2.46835	1.30497	-0.550094	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.618719
9.5481	-12.4971	-2.1149	1.19724	-0.675179	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	5.63375
9.45726	-12.63	-2.20726	1.12311	-0.716262	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.670301
9.34839	-12.6843	-1.86768	0.978349	-0.89237	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	9.82805
9.21166	-12.8046	-2.05485	0.872567	-0.958892	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	2.26836
9.08684	-12.8738	-1.99495	0.738396	-1.08639	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	3.85113
8.95346	-12.9666	-2.11828	0.647362	-1.11884	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.794055
8.85258	-13.0329	-2.12877	0.583412	-1.11939	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.265269
8.68714	-13.1255	-2.3178	0.494288	-1.14485	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.23385
8.45669	-13.1495	-2.59366	0.256821	-1.43375	8.27267	-12.996	8.4	-13.15	-2.99683	0	15.4458
8.31134	-13.1781	-2.6377	0.176231	-1.44174	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.200442
8.22872	-13.1985	-2.35046	0.152737	-1.34126	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	3.31938
8.05464	-13.2337	-2.48356	0.080938	-1.33248	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.636805
7.91074	-13.2465	-2.52758	0.00817606	-1.33516	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.278418
7.72622	-13.2568	-2.65116	-0.059201	-1.32249	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.661975
7.60653	-13.2542	-2.56207	-0.110247	-1.29451	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.38348
7.43685	-13.2504	-2.67293	-0.162664	-1.27573	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.581692
7.26568	-13.2091	-2.85134	-0.250476	-1.31023	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.89184
7.09498	-13.1703	-2.90077	-0.31591	-1.30073	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.136575
6.96332	-13.1287	-2.70944	-0.372721	-1.26759	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.32713
6.76243	-13.1048	-2.84924	-0.400986	-1.21735	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.08946
6.62647	-13.0526	-2.87498	-0.455646	-1.2117	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.237991
6.44874	-13.0094	-2.97498	-0.483456	-1.172	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.693523
6.38091	-13.0118	-2.15854	-0.490519	-1.0564	6.27012	-13.1139	6.25	-13.05	-1.81729	0	16.8383
6.22799	-12.9828	-2.24493	-0.509532	-1.01111	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.761109
6.07586	-12.8937	-2.64628	-0.572751	-1.03614	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3.40749
5.92468	-12.8244	-2.69757	-0.607582	-1.00997	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.270567
5.81985	-12.7603	-2.60377	-0.647041	-0.992891	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.35812
5.66132	-12.7047	-2.68645	-0.652706	-0.941096	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.950837
5.57373	-12.6562	-2.39255	-0.677529	-0.902142	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.44434
5.43931	-12.5998	-2.44972	-0.686912	-0.860374	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.589872
5.32896	-12.5065	-2.62534	-0.733394	-0.870594	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.780438
5.20296	-12.4265	-2.66688	-0.753576	-0.842755	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.28502
5.09965	-12.3363	-2.65112	-0.79343	-0.836277	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.650209
4.98157	-12.237	-2.67415	-0.824448	-0.818669	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.0961548
4.85789	-12.0904	-3.17556	-0.879332	-0.848665	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	5.72824
4.75716	-11.9657	-3.18034	-0.920922	-0.847478	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.00586796
4.68717	-11.8722	-2.81217	-0.955829	-0.829807	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3.36313
4.61896	-11.7535	-2.80218	-1.00572	-0.839777	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0291245
4.52892	-11.6101	-3.06142	-1.04761	-0.842578	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.60837
4.49197	-11.4658	-3.03448	-1.11979	-0.878114	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.372566
4.42492	-11.3139	-3.13817	-1.16623	-0.880971	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.360219
4.39809	-11.1582	-3.12638	-1.23693	-0.912519	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.276863
4.4034	-11.0517	-2.50404	-1.31996	-0.957627	4.43672	-11.0976	4.45	-11.05	0	1.8168	8.31582
4.39121	-10.9205	-2.48758	-1.38524	-0.972985	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.184578
4.36073	-10.7776	-2.66888	-1.42665	-0.960958	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.772383
4.37671	-10.6423	-2.66387	-1.49996	-0.990827	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.397293
4.4081	-10.5466	-2.28153	-1.58786	-1.04853	4.44716	-10.5583	4.45	-10.55	0	2.00041	3.88566
4.42371	-10.4325	-2.28237	-1.64871	-1.05843	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0517534
4.42888	-10.3021	-2.41522	-1.69156	-1.04119	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.55644
4.47919	-10.1674	-2.45479	-1.77284	-1.07453	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.424152
4.4889	-10.0092	-2.7155	-1.7938	-1.01333	4.56608	-10.005	4.55	-10	0	2.72717	2.30912
4.53745	-9.85833	-2.73691	-1.85919	-1.02425	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0501204
4.59534	-9.71787	-2.69573	-1.93032	-1.04601	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.164416
4.68288	-9.56503	-2.76041	-2.0123	-1.07356	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.311072
4.70267	-9.40554	-3.01129	-1.99172	-0.95414	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.14188
4.79297	-9.25815	-3.06893	-2.057	-0.973619	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.198714
4.92412	-9.15418	-2.8931	-2.18839	-1.10612	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	3.94242
5.01548	-9.03659	-2.90516	-2.24603	-1.10865	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.00603901
5.02447	-8.90217	-2.99346	-2.17935	-0.902023	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.22872
5.12538	-8.7684	-3.04274	-2.22876	-0.906316	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.105269
5.25707	-8.65952	-2.98694	-2.31795	-0.972401	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.27457
5.3673	-8.54914	-2.96523	-2.37077	-0.971804	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0224772
5.39295	-8.41807	-2.94693	-2.30774	-0.7718	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	8.51313
5.51226	-8.29343	-3.01826	-2.34911	-0.774082	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.162003
5.62755	-8.18458	-3.02986	-2.39662	-0.792988	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.370264
5.74538	-8.07632	-3.05435	-2.43528	-0.791792	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.0352521
5.79717	-7.95749	-2.96444	-2.39014	-0.631086	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	5.7969
5.88913	-7.86926	-2.90641	-2.41889	-0.62892	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.112558
5.97614	-7.76203	-2.88521	-2.41769	-0.567453	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.01352
6.07537	-7.66744	-2.86449	-2.44188	-0.563346	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.0890865
6.17701	-7.56031	-2.82921	-2.44594	-0.511139	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.692113
6.28233	-7.46611	-2.78976	-2.46998	-0.507338	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.119741
6.4135	-7.37951	-2.85829	-2.52341	-0.568447	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.94506
6.54227	-7.28351	-2.90833	-2.54875	-0.564374	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.0882947
6.68325	-7.20084	-2.93178	-2.59056	-0.585095	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.114565
6.79765	-7.13589	-2.85107	-2.62416	-0.588745	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.203316
6.84673	-7.05702	-2.54419	-2.5841	-0.453507	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	5.81014
6.95754	-6.98322	-2.56112	-2.60331	-0.44926	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0298814
7.09185	-6.91293	-2.60568	-2.63616	-0.463666	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.179233
