px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
60.9055	22.7759	2.43229	0.394501	0.0573559	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.899788
60.8947	22.7673	2.60434	0.389629	0.0516013	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.588733
63.3731	23.4257	2.60983	0.241341	-0.0787225	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.388375
63.4432	23.4497	2.59566	0.236353	-0.0847347	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.03527
66.3039	23.987	3.0857	0.146481	-0.084696	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	0.715112
66.1915	23.9395	2.5236	0.117629	-0.11576	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.96866
68.2902	24.3471	2.13143	0.149476	-0.0241511	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.60708
68.3905	24.3811	2.46231	0.169876	-0.00687888	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	2.18663
70.8195	24.877	2.57607	0.214597	0.0263311	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.0671756
70.7755	24.8615	2.33446	0.206932	0.0178725	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.475055
72.9074	24.7516	2.06371	-0.0810291	-0.176218	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	1.11996
72.9604	24.7746	2.2361	-0.0684564	-0.16257	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.660589
75.0019	25.2113	2.02962	0.202413	0.108473	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	1.76244
74.9956	25.2081	2.043	0.200193	0.106939	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0261593
77.1108	24.9807	2.05894	-0.145916	-0.173996	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	1.84973
77.1193	24.9756	1.92216	-0.161272	-0.194473	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.357227
79.083	24.9954	2.01515	0.00150007	0.0269869	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.25722
79.0844	24.9985	1.9068	-0.00192949	0.0227361	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.156095
80.8184	24.879	1.77321	-0.0568458	-0.0243157	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.115457
80.8578	24.8894	1.67829	-0.0566574	-0.0308323	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.03735
82.6103	24.6469	1.8524	-0.15602	-0.0703277	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.11548
82.5874	24.6382	1.69885	-0.173602	-0.0880979	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.176537
84.1696	24.5293	1.63739	-0.0780766	0.0190612	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.270139
84.1786	24.5314	1.63138	-0.0760009	0.0198581	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.0423418
85.6531	23.8573	1.54672	-0.460836	-0.217094	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	1.38843
85.7099	23.8755	1.67172	-0.43703	-0.197107	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.762135
86.9494	23.4949	1.28643	-0.389235	-0.0590107	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.736032
87.0635	23.5246	1.38171	-0.328167	-0.0211557	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.8286
88.7823	22.802	2.01625	-0.414748	-0.0565156	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	1.10308
88.701	22.7753	1.74703	-0.49046	-0.123233	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	1.31841
89.5507	22.2888	0.917299	-0.569895	-0.113278	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	1.85367
89.612	22.3002	1.08446	-0.530673	-0.0835858	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.802617
90.5116	21.672	1.14543	-0.634262	-0.0948638	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.0121651
90.6014	21.691	1.3398	-0.549612	-0.0335543	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.80182
91.7094	21.1036	1.31473	-0.466896	0.029573	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0944474
91.7692	21.1196	1.23728	-0.443066	0.0327791	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	1.84412
92.848	20.9195	1.10927	-0.148894	0.17723	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.549721
92.92	20.9397	1.03306	-0.112328	0.19307	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.38862
93.5097	20.3078	0.548363	-0.532774	-0.136395	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	3.65397
93.5869	20.3299	0.904878	-0.494631	-0.101607	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.39903
95.2228	19.6454	2.00932	-0.292297	0.069939	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	4.40711
95.0409	19.6081	1.36639	-0.531172	-0.0929726	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	6.28545
95.5564	19.6498	0.29914	-0.323891	0.0491621	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	3.18415
95.5967	19.631	0.692577	-0.310533	0.0582692	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	1.04968
96.2711	19.2131	0.820136	-0.510052	-0.0789129	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.65743
96.3175	19.2198	0.931998	-0.476608	-0.0564984	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.479686
97.4822	18.7182	1.41746	-0.350736	0.037806	97.5286	18.727	97.45	18.506	0.868716	-0.503009	0.962402
97.4487	18.7108	1.1906	-0.406352	-0.00351744	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.429343
98.2321	18.3669	0.868231	-0.382067	0.00787619	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.287669
98.2578	18.3708	0.893915	-0.369369	0.0144381	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.190126
99.0602	17.4488	1.14542	-0.974565	-0.310997	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	2.83708
99.0763	17.4893	1.35323	-0.830257	-0.182711	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	1.38144
99.9696	16.9521	1.01028	-0.635975	0.0138683	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	1.09048
100.057	16.9641	1.0997	-0.565225	0.0550006	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.97267
101.173	16.5147	1.26795	-0.305212	0.168233	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.482196
101.154	16.5163	1.10789	-0.324314	0.149268	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.181777
102.363	16.3774	1.30776	0.0139129	0.249598	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.398439
102.281	16.3695	1.06479	-0.0147197	0.230868	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.40463
103.028	15.4778	0.614885	-0.732605	-0.26002	103.003	15.353	103.119	15.4967	1.11708	-0.508169	6.43186
103.018	15.5083	1.05456	-0.660185	-0.1857	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	3.42575
104.057	15.2194	1.05982	-0.291388	0.106551	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	2.03923
104.037	15.2066	1.21705	-0.297369	0.105477	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.691171
105.51	14.4796	1.79212	-0.488381	-0.0496261	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	1.33974
105.448	14.4633	1.60963	-0.535262	-0.088437	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.766191
106.815	14.0195	1.46179	-0.311805	0.0811572	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.672807
106.763	14.01	1.50712	-0.332171	0.0723702	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.16089
108.088	13.6535	1.41774	-0.208951	0.101541	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0378779
108.108	13.6543	1.5425	-0.199225	0.111394	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.11049
109.536	13.5603	1.48876	0.0105218	0.166718	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0731621
109.502	13.5553	1.46917	0.00321368	0.162775	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.365067
111.052	12.674	1.53526	-0.618984	-0.280721	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	4.53898
111.152	12.7143	1.91666	-0.557115	-0.215971	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.26267
112.88	12.436	1.62117	-0.18696	0.120837	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	2.62227
112.888	12.429	1.77842	-0.180649	0.125482	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.2053
114.781	12.5245	1.96482	0.171772	0.260647	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.575587
114.792	12.5292	1.8812	0.177833	0.263975	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.193946
116.676	12.1661	1.73963	-0.161219	-0.0899947	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	2.79598
116.734	12.187	2.07105	-0.151829	-0.0725889	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.870077
118.929	11.9884	2.33094	-0.0849938	0.0144274	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.385373
118.913	11.9878	2.22603	-0.0900532	0.0100503	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.0874211
120.724	12.2663	1.78108	0.170846	0.162162	120.695	12.2918	120.743	12.3289	2.21139	0.128528	1.02537
120.784	12.2655	2.07399	0.170659	0.160307	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.762664
123.495	12.8224	3.01997	0.247859	0.102738	123.568	12.8297	122.95	12.5114	2.29835	0.246599	2.75475
123.391	12.8151	2.54551	0.273318	0.125141	123.142	12.7694	122.95	12.5114	2.29835	0.246599	2.16978
124.972	12.8214	1.34541	0.13661	-0.0278401	124.894	12.7743	125.242	12.8125	2.37624	0.369827	4.61059
125.122	12.8569	2.24432	0.124829	-0.0330607	125.376	12.9964	125.242	12.8125	2.37624	0.369827	5.76536
127.804	13.3109	2.91582	0.184176	0.02776	127.853	13.3273	127.609	13.2365	2.44434	0.495787	1.42064
127.728	13.3048	2.65345	0.188472	0.0336127	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.11852
129.973	13.7041	2.30004	0.186916	0.0131822	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.378764
130.044	13.7115	2.41181	0.18313	0.0102925	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.22653
132.112	14.4886	2.21215	0.393423	0.1391	132.092	14.507	132.53	14.458	2.55028	0.74543	0.508155
132.2	14.4909	2.58514	0.373565	0.116146	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.52459
135.027	15.0658	2.98234	0.148348	-0.104227	135.074	15.0475	135.066	15.2513	2.58865	0.863795	1.65963
135.013	15.0553	2.71834	0.148105	-0.105333	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.527467
137.563	16.1742	2.74998	0.465879	0.166391	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.63614
137.607	16.1701	2.98121	0.45063	0.144848	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.445071
140.321	17.0324	2.86954	0.31273	-0.0390474	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.77721
140.333	17.0352	2.92067	0.309982	-0.0415617	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0440289
142.901	17.9872	2.78692	0.34621	0.0100451	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.122677
142.868	17.9823	2.8653	0.344057	0.00413717	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.708385
145.398	19.1523	2.84933	0.456052	0.0751781	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.117866
145.484	19.1619	3.0339	0.442067	0.0614095	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.63542
148.239	20.4754	3.16184	0.458021	0.0300447	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.0767874
148.219	20.474	3.00707	0.469077	0.0439771	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.17336
150.692	22.1046	3.02772	0.62719	0.120086	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.133139
150.701	22.1	3.22654	0.606716	0.0911337	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.436067
153.412	23.5103	3.08986	0.466748	-0.0630268	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.57054
153.398	23.5062	3.00466	0.472338	-0.05627	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.0699088
156.045	24.807	3.03104	0.424944	-0.0504083	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.00254664
156.028	24.8049	2.85207	0.434471	-0.0367016	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.225944
158.875	26.0232	3.25244	0.373494	-0.0554096	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.490378
158.892	26.0265	3.16196	0.375865	-0.0499466	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.354657
161.439	27.4168	2.89895	0.50416	0.0685712	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.563655
161.466	27.4222	2.91177	0.5035	0.0691385	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.245596
163.649	28.7774	2.57856	0.588424	0.0834503	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.335654
163.774	28.7973	2.92769	0.553276	0.0480163	164.116	29.315	164.155	28.8064	2.64354	1.28825	3.1516
166.774	30.2043	3.48415	0.379576	-0.104708	166.828	30.2062	166.809	30.0721	2.63006	1.22694	1.60722
166.715	30.1874	3.05628	0.401017	-0.0786609	166.748	29.7121	166.809	30.0721	2.63006	1.22694	1.21233
169.129	31.3712	2.6835	0.427657	-0.00802446	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.564067
169.159	31.375	2.82944	0.420622	-0.0171595	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.200246
172.135	32.3424	3.28683	0.254003	-0.119183	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.912463
172.116	32.3343	2.97786	0.257121	-0.114552	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.71388
174.665	33.4422	2.76566	0.400125	0.0531902	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.787952
174.644	33.4394	2.71627	0.40139	0.0549053	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.0987599
177.035	34.2186	2.54469	0.313022	-0.038273	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.274152
177.053	34.2216	2.55641	0.310843	-0.0398114	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.1028
180.083	35.1258	3.40497	0.26811	-0.042156	180.145	35.1423	179.799	35.1289	2.47883	0.732949	2.14629
179.947	35.0998	2.74916	0.283262	-0.0239139	179.543	35.4767	179.799	35.1289	2.47883	0.732949	3.90877
182.593	35.7552	2.82259	0.219973	-0.049229	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.0314163
182.496	35.7358	2.54138	0.223993	-0.0457255	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.95439
184.745	36.5018	2.40757	0.331739	0.0534361	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.280306
184.737	36.5018	2.29471	0.334939	0.0577367	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.0966757
186.937	36.9607	2.29239	0.193102	-0.0689818	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.37395
187.005	36.9747	2.41585	0.187058	-0.0730272	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.10281
189.452	37.3999	2.59921	0.143342	-0.0540504	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.107895
189.461	37.4003	2.36266	0.141049	-0.0558086	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.863254
191.736	37.5681	2.35038	0.0378594	-0.0856791	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.0206953
191.7	37.5595	2.20336	0.0327424	-0.0909816	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.267859
193.503	37.2958	1.79676	-0.195798	-0.17958	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.699239
193.537	37.3063	2.02882	-0.179235	-0.161627	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.374913
195.938	37.3563	2.47839	0.0848306	0.107671	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	2.4871
195.828	37.3491	1.99014	0.0547347	0.0862966	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.49824
197.725	37.7155	1.99446	0.258012	0.157326	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.116237
197.682	37.7078	1.91353	0.256134	0.156374	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.436971
199.31	37.3563	1.38692	-0.141528	-0.174623	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	3.29249
199.335	37.3701	1.59725	-0.132104	-0.161809	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.29046
201.486	36.9917	2.39489	-0.219048	-0.106322	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	1.98693
201.364	36.9606	1.92243	-0.296886	-0.171769	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	2.93745
202.971	36.4453	1.73114	-0.374742	-0.119272	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.145033
202.928	36.4384	1.58855	-0.39811	-0.139326	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.376743
204.011	36.1641	1.06736	-0.343809	-0.0274333	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.949715
204.02	36.1529	1.44516	-0.326275	-0.0048173	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.48431
